Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID
16.0,50,0,12,16,0,14
32.0,50,0,12,16,0,41
48.0,50,0,12,16,0,31
64.0,50,0,12,16,0,31
80.0,50,0,12,16,0,24
96.0,50,0,12,16,0,32
112.0,50,0,12,16,0,13
128.0,55,0,12,16,0,23
144.0,60,0,12,16,0,11
160.0,80,0,12,16,0,35
176.0,95,0,12,16,0,21
192.0,105,0,12,16,0,30
208.0,105,0,12,16,0,41
224.0,110,0,12,16,0,41
240.0,115,0,12,16,0,37
256.0,115,0,12,16,0,31
272.0,130,0,12,16,0,38
288.0,145,0,12,16,0,10
304.0,155,0,12,16,0,22
320.0,165,0,12,16,0,18
336.0,170,0,12,16,0,2
352.0,170,0,12,16,0,2
368.0,175,0,12,16,0,2
384.0,180,0,12,16,0,2
400.0,200,0,12,16,0,2
416.0,210,0,12,16,0,2
432.0,220,0,12,16,0,2
448.0,225,0,12,16,0,35
464.0,230,0,12,16,0,6
480.0,240,0,12,16,0,10
496.0,245,0,12,16,0,37
512.0,250,0,12,16,0,2
528.0,265,0,12,16,0,2
544.0,275,0,12,16,0,2
560.0,285,0,12,16,0,2
576.0,285,0,12,16,0,2
592.0,300,0,12,16,0,2
608.0,305,0,12,16,0,2
624.0,305,0,12,16,0,5
640.0,310,0,12,16,0,26
656.0,330,0,12,16,0,33
672.0,340,0,12,16,0,38
688.0,350,0,12,16,0,23
704.0,355,0,12,16,0,24
720.0,260,0,12,16,0,1
736.0,265,0,12,16,0,35
752.0,275,0,12,16,0,14
768.0,280,0,12,16,0,41
784.0,290,0,12,16,0,10
800.0,310,0,12,16,0,41
816.0,310,0,12,16,0,12
832.0,310,0,12,16,0,12
848.0,320,0,12,16,0,12
864.0,325,0,12,16,0,12
880.0,330,0,12,16,0,12
896.0,345,0,12,16,0,12
912.0,360,0,12,16,0,12
928.0,365,0,12,16,0,28
944.0,365,0,12,16,0,17
960.0,370,0,12,16,0,38
976.0,380,0,12,16,0,37
992.0,385,0,12,16,0,20
1008.0,395,0,12,16,0,38
1024.0,410,0,12,16,0,21
1040.0,415,0,12,16,0,4
1056.0,420,0,12,16,0,5
1072.0,425,0,12,16,0,27
1088.0,430,0,12,16,0,15
1104.0,440,0,12,16,0,29
1120.0,450,0,12,16,0,40
1136.0,460,0,12,16,0,9
1152.0,470,0,12,16,0,41
1168.0,475,0,12,16,0,41
1184.0,480,0,12,16,0,41
1200.0,480,0,12,16,0,26
1216.0,495,0,12,16,0,2
1232.0,500,0,12,16,0,2
1248.0,500,0,12,16,0,2
1264.0,515,0,12,16,0,2
1280.0,525,0,12,16,0,20
1296.0,530,0,12,16,0,25
1312.0,535,0,12,16,0,36
1328.0,545,0,12,16,0,29
1344.0,550,0,12,16,0,38
1360.0,550,0,12,16,0,18
1376.0,565,0,12,16,0,38
1392.0,575,0,12,16,0,33
1408.0,575,0,12,16,0,31
1424.0,590,0,12,16,0,10
1440.0,590,0,12,16,0,1
1456.0,595,0,12,16,0,39
1472.0,600,0,12,16,0,15
1488.0,605,0,12,16,0,35
1504.0,620,0,12,16,0,13
1520.0,630,0,12,16,0,13
1536.0,635,0,12,16,0,13
1552.0,640,0,12,16,0,13
1568.0,645,0,12,16,0,13
1584.0,650,0,12,16,0,13
1600.0,655,0,12,16,0,13
1616.0,655,0,12,16,0,33
1632.0,685,0,12,16,0,34
1648.0,685,0,12,16,0,41
1664.0,685,0,12,16,0,22
1680.0,690,0,12,16,0,31
1696.0,700,0,12,16,0,41
1712.0,705,0,12,16,0,41
1728.0,710,0,12,16,0,41
1744.0,735,0,12,16,0,41
1760.0,735,0,12,16,0,19
1776.0,735,0,12,16,0,33
1792.0,735,0,12,16,0,20
1808.0,745,0,12,16,0,41
1824.0,755,0,12,16,0,19
1840.0,760,0,12,16,0,41
1856.0,765,0,12,16,0,3
1872.0,785,0,12,16,0,19
1888.0,785,0,12,16,0,15
1904.0,790,0,12,16,0,10
1920.0,795,0,12,16,0,17
1936.0,810,0,12,16,0,21
1952.0,815,0,12,16,0,16
1968.0,815,0,12,16,0,40
1984.0,825,0,12,16,0,36
2000.0,835,0,12,16,0,15
2016.0,840,0,12,16,0,30
2032.0,840,0,12,16,0,25
2048.0,850,0,12,16,0,25
2064.0,865,0,12,16,0,2
2080.0,865,0,12,16,0,32
2096.0,865,0,12,16,0,21
2112.0,890,0,12,16,0,19
2128.0,890,0,12,16,0,10
2144.0,895,0,12,16,0,28
2160.0,900,0,12,16,0,14
2176.0,915,0,12,16,0,41
2192.0,915,0,12,16,0,30
2208.0,915,0,12,16,0,41
