Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID
16.0,50,0,12,0,0,34
32.0,50,0,12,0,0,16
48.0,50,0,12,0,0,34
64.0,50,0,12,0,0,14
80.0,50,0,12,0,0,34
96.0,50,0,12,0,0,34
112.0,50,0,12,0,0,34
128.0,55,0,12,0,0,14
144.0,60,0,12,0,0,16
160.0,80,0,12,0,0,14
176.0,95,0,12,0,0,42
192.0,105,0,12,0,0,1
208.0,105,0,12,0,0,44
224.0,110,0,12,0,0,18
240.0,115,0,12,0,0,42
256.0,115,0,12,0,0,34
272.0,130,0,12,0,0,1
288.0,45,0,12,0,0,41
304.0,55,0,12,0,0,11
320.0,60,0,12,0,0,45
336.0,65,0,12,0,0,11
352.0,65,0,12,0,0,18
368.0,70,0,12,0,0,11
384.0,75,0,12,0,0,42
400.0,95,0,12,0,0,41
416.0,105,0,12,0,0,11
432.0,40,0,12,0,0,34
448.0,45,0,12,0,0,44
464.0,45,0,12,0,0,1
480.0,50,0,12,0,0,34
496.0,55,0,12,0,0,44
512.0,60,0,12,0,0,34
528.0,75,0,12,0,0,34
544.0,85,0,12,0,0,34
560.0,95,0,12,0,0,11
576.0,95,0,12,0,0,34
592.0,105,0,12,0,0,41
608.0,105,0,12,0,0,14
624.0,105,0,12,0,0,41
640.0,110,0,12,0,0,34
656.0,130,0,12,0,0,45
672.0,140,0,12,0,0,34
688.0,150,0,12,0,0,45
704.0,155,0,12,0,0,44
720.0,155,0,12,0,0,1
736.0,55,0,12,0,0,34
752.0,65,0,12,0,0,34
768.0,70,0,12,0,0,11
784.0,80,0,12,0,0,14
800.0,100,0,12,0,0,44
816.0,100,0,12,0,0,18
832.0,100,0,12,0,0,11
848.0,100,0,12,0,0,34
864.0,105,0,12,0,0,34
880.0,110,0,12,0,0,34
896.0,125,0,12,0,0,34
912.0,140,0,12,0,0,34
928.0,145,0,12,0,0,34
944.0,145,0,12,0,0,45
960.0,150,0,12,0,0,42
976.0,150,0,12,0,0,34
992.0,155,0,12,0,0,1
1008.0,65,0,12,0,0,1
1024.0,80,0,12,0,0,44
1040.0,85,0,12,0,0,11
1056.0,90,0,12,0,0,34
1072.0,95,0,12,0,0,34
1088.0,95,0,12,0,0,45
1104.0,100,0,12,0,0,14
1120.0,110,0,12,0,0,11
1136.0,120,0,12,0,0,11
1152.0,130,0,12,0,0,44
1168.0,135,0,12,0,0,16
1184.0,145,0,12,0,0,34
1200.0,145,0,12,0,0,34
1216.0,155,0,12,0,0,11
1232.0,160,0,12,0,0,34
1248.0,160,0,12,0,0,45
1264.0,175,0,12,0,0,45
1280.0,185,0,12,0,0,44
1296.0,190,0,12,0,0,34
1312.0,200,0,12,0,0,42
1328.0,205,0,12,0,0,34
1344.0,210,0,12,0,0,34
1360.0,210,0,12,0,0,42
1376.0,225,0,12,0,0,41
1392.0,230,0,12,0,0,45
1408.0,230,0,12,0,0,2
1424.0,245,0,12,0,0,11
1440.0,245,4,12,0,0,41
1456.0,250,4,12,0,0,42
1472.0,255,8,12,0,0,34
1488.0,260,8,12,0,0,34
1504.0,270,8,12,0,0,45
1520.0,275,8,12,0,0,34
1536.0,280,12,12,0,0,34
1552.0,285,12,12,0,0,34
1568.0,285,16,12,0,0,16
1584.0,295,16,12,0,0,18
1600.0,300,20,12,0,0,11
1616.0,300,20,12,0,0,34
1632.0,320,20,12,0,0,34
1648.0,320,24,12,0,0,34
1664.0,320,24,12,0,0,34
1680.0,175,28,12,0,0,2
1696.0,180,28,12,0,0,11
1712.0,190,32,12,0,0,2
1728.0,195,32,12,0,0,34
1744.0,210,36,12,0,0,14
1760.0,210,36,12,0,1,34
1776.0,210,40,12,0,1,34
1792.0,215,40,12,0,1,14
1808.0,220,44,12,0,1,44
1824.0,225,44,12,0,1,16
1840.0,235,48,12,0,1,34
1856.0,240,48,12,0,1,18
1872.0,250,52,12,0,1,34
1888.0,250,52,12,0,1,34
1904.0,255,56,12,0,1,41
1920.0,260,56,12,0,1,34
1936.0,270,60,12,0,1,45
1952.0,275,60,12,0,1,41
1968.0,280,64,12,0,1,2
1984.0,285,64,12,0,1,34
2000.0,290,64,12,0,1,34
2016.0,295,68,12,0,1,45
2032.0,295,72,12,0,1,42
2048.0,305,72,12,0,1,34
2064.0,315,72,12,0,1,11
2080.0,315,76,12,0,1,44
2096.0,315,76,12,0,1,34
2112.0,335,80,12,0,1,2
2128.0,185,80,12,0,1,34
2144.0,190,84,12,0,1,34
2160.0,195,84,12,0,1,34
2176.0,205,84,12,0,1,42
2192.0,205,84,12,0,1,41
2208.0,205,88,12,0,2,14
2224.0,215,88,12,0,2,18
2240.0,230,92,12,0,2,11
2256.0,230,92,12,0,2,34
2272.0,235,92,12,0,2,34
2288.0,235,92,12,0,2,41
2304.0,245,96,12,0,2,34
2320.0,245,96,12,0,2,44
2336.0,250,100,12,0,2,34
2352.0,260,100,12,0,2,44
2368.0,275,100,12,0,2,34
2384.0,275,100,12,0,2,41
2400.0,275,104,12,0,2,2
2416.0,280,104,12,0,2,42
2432.0,290,108,12,0,2,45
2448.0,295,108,12,0,2,34
2464.0,295,108,12,0,2,34
2480.0,310,112,12,0,2,41
2496.0,315,112,12,0,2,41
2512.0,315,112,12,0,2,34
2528.0,315,116,12,0,2,45
2544.0,330,116,12,0,2,41
2560.0,335,116,12,0,2,11
2576.0,335,120,12,0,2,18
2592.0,345,120,12,0,2,34
2608.0,350,124,12,0,2,11
2624.0,355,124,12,0,2,34
2640.0,360,124,12,0,2,34
2656.0,370,124,12,0,2,44
2672.0,375,128,12,0,2,18
2688.0,380,128,12,0,2,34
2704.0,380,132,12,0,2,42
2720.0,385,132,12,0,2,44
2736.0,390,132,12,0,2,11
2752.0,400,132,12,0,2,34
2768.0,405,136,12,0,2,42
2784.0,410,136,12,0,2,34
2800.0,420,140,12,0,2,44
2816.0,420,140,12,0,2,11
2832.0,425,140,12,0,2,34
2848.0,435,140,12,0,2,11
2864.0,290,144,12,0,2,2
2880.0,290,144,12,0,2,45
2896.0,295,148,12,0,2,41
2912.0,300,148,12,0,2,34
2928.0,305,148,12,0,2,11
2944.0,305,148,12,0,3,34
2960.0,320,152,12,0,3,18
2976.0,325,152,12,0,3,45
2992.0,325,156,12,0,3,14
3008.0,330,156,12,0,3,34
3024.0,335,156,12,0,3,16
3040.0,335,156,12,0,3,41
3056.0,345,160,12,0,3,44
3072.0,355,160,12,0,3,18
3088.0,355,164,12,0,3,14
3104.0,365,164,12,0,3,34
3120.0,365,164,12,0,3,41
3136.0,365,164,12,0,3,41
3152.0,370,168,12,0,3,41
3168.0,385,168,12,0,3,34
3184.0,385,172,12,0,3,2
3200.0,390,172,12,0,3,45
3216.0,400,172,12,0,3,2
3232.0,400,176,12,0,3,34
3248.0,350,151,12,0,3,34
3264.0,355,151,12,0,3,34
3280.0,365,155,12,0,3,42
3296.0,370,155,12,0,3,2
3312.0,230,155,12,0,3,14
3328.0,230,159,12,0,3,42
3344.0,235,159,12,0,3,2
3360.0,235,163,12,0,3,18
3376.0,245,163,12,0,3,42
3392.0,250,163,12,0,3,45
3408.0,250,163,12,0,3,34
3424.0,260,167,12,0,3,34
3440.0,265,167,12,0,3,34
3456.0,265,171,12,0,4,45
3472.0,270,171,12,0,4,42
3488.0,280,171,12,0,4,34
3504.0,285,171,12,0,4,34
3520.0,285,175,12,0,4,18
3536.0,290,175,12,0,4,18
3552.0,295,179,12,0,4,11
3568.0,300,179,12,0,4,34
3584.0,315,179,12,0,4,11
3600.0,315,179,12,0,4,34
3616.0,320,183,12,0,4,16
3632.0,325,183,12,0,4,34
3648.0,325,187,12,0,4,34
3664.0,325,187,12,0,4,11
3680.0,335,187,12,0,4,41
3696.0,345,187,12,0,4,44
3712.0,350,191,12,0,4,34
3728.0,300,166,12,0,4,34
3744.0,310,170,12,0,4,34
3760.0,310,170,12,0,4,11
3776.0,310,170,12,0,4,2
3792.0,325,170,12,0,4,34
3808.0,330,174,12,0,4,18
3824.0,330,174,12,0,4,18
3840.0,340,178,12,0,4,18
3856.0,345,178,12,0,4,14
3872.0,345,178,12,0,4,41
3888.0,350,178,12,0,4,34
3904.0,355,182,12,0,4,16
3920.0,365,182,12,0,4,18
3936.0,365,186,12,0,4,34
3952.0,375,186,12,0,4,34
3968.0,375,186,12,0,4,45
3984.0,380,190,12,0,4,45
4000.0,385,190,12,0,4,34
4016.0,390,190,12,0,4,34
4032.0,390,194,12,0,1,11
4048.0,330,194,12,0,1,11
4064.0,330,194,12,0,1,11
4080.0,335,198,12,0,1,34
4096.0,295,173,12,0,1,34
4112.0,300,177,12,0,2,2
4128.0,300,177,12,0,2,34
4144.0,300,177,12,0,2,34
4160.0,310,177,12,0,2,34
4176.0,315,181,12,0,2,42
4192.0,320,181,12,0,2,45
4208.0,325,185,12,0,4,44
4224.0,335,185,12,0,4,34
4240.0,335,185,12,0,4,34
4256.0,335,185,12,0,4,41
4272.0,340,189,12,0,4,34
